gender,area,qualification,income,marital_status,vintage,claim_amount,num_policies,policy,type_of_policy,cltv
1,1,1,0,0,6,3751,2,1,2,128496
0,1,2,3,0,4,7533,2,2,1,69360
0,1,2,2,1,6,4392,2,2,1,460500
0,1,2,2,0,2,2789,2,2,2,109248
0,1,1,1,1,1,4116,2,2,2,175620
0,0,2,3,1,6,0,2,2,2,66744
0,1,2,1,1,0,8978,2,1,2,63216
0,0,2,2,1,6,0,2,2,2,110484
0,1,1,1,0,5,10192,2,2,2,69168
1,1,2,3,1,4,5565,2,2,2,60816
1,1,1,2,0,2,6562,2,0,1,64548
1,1,2,2,0,5,5944,2,0,2,169068
0,0,2,2,1,4,4252,1,2,2,61224
0,1,2,2,1,7,4389,2,2,2,100548
1,0,1,1,1,2,2086,2,2,2,107364
1,1,1,2,0,7,7789,2,1,2,60276
1,1,2,1,1,8,16518,2,2,2,353376
1,1,2,2,1,8,4376,1,2,0,60504
0,1,1,2,1,3,3752,2,2,2,165000
1,1,1,2,1,5,8550,2,2,2,66792
1,0,1,3,1,2,0,1,2,2,32604
0,0,1,3,0,7,3003,2,1,2,70320
0,1,1,2,1,6,6122,2,2,1,279036
1,1,2,2,0,6,3497,1,2,1,31464
0,1,2,2,1,1,6429,2,1,2,64596
0,1,2,2,0,5,5137,2,2,2,139656
1,1,0,1,0,2,5640,2,0,2,101520
1,0,1,2,0,6,0,1,2,1,68268
1,1,1,2,1,8,3845,2,2,1,57936
0,1,2,2,0,3,3872,2,2,2,115104
0,1,1,1,1,6,5975,2,2,2,71544
0,1,2,2,0,3,8292,2,2,0,633696
1,1,2,2,0,5,3613,2,1,0,325956
1,1,1,1,1,3,7742,2,2,0,68832
1,1,2,1,1,6,0,2,1,2,208464
0,1,1,2,0,7,4916,1,1,2,38772
0,0,2,1,0,5,6274,2,1,2,60852
0,1,2,1,1,1,8462,2,1,2,110628
1,0,1,2,1,4,0,1,2,2,58296
0,1,1,2,1,7,5669,2,1,0,64968
1,0,2,2,0,7,0,2,1,2,109452
0,1,2,2,1,3,11396,2,2,2,353388
0,1,2,2,1,1,6302,1,2,2,30108
1,0,1,3,1,7,0,2,1,2,61488
0,1,2,2,1,5,0,1,2,2,55956
0,0,2,1,1,4,0,2,1,2,115188
0,1,1,2,1,5,4053,1,1,2,33288
0,1,1,2,0,6,7813,2,2,0,147516
1,1,2,1,1,1,12546,2,0,2,650964
1,1,1,1,1,7,4116,1,1,2,62640
1,1,2,2,1,4,3907,1,2,0,69804
0,1,0,1,1,7,0,1,1,2,32196
1,1,1,2,1,8,5976,2,2,2,67752
0,0,1,3,0,5,5834,2,2,0,101820
0,1,2,2,1,5,6286,1,2,0,35220
1,1,2,2,1,8,4093,2,2,2,65436
0,1,1,1,1,3,0,2,1,1,305676
1,0,1,3,1,7,0,1,1,1,71604
1,1,2,1,0,8,3751,2,2,2,215592
0,1,1,1,0,4,2740,2,1,0,64572
0,1,2,1,1,0,2971,1,2,2,68640
1,1,1,1,1,1,4894,2,0,1,94416
1,0,1,2,0,7,0,1,0,2,35964
1,1,2,1,1,1,6900,1,0,1,54336
1,0,2,2,1,3,5606,1,2,1,63156
1,1,1,2,0,3,4118,2,2,2,89196
0,1,1,2,0,1,16058,2,2,2,331356
1,1,1,1,0,1,6298,2,2,2,202080
1,0,0,2,0,8,7460,2,2,2,93936
1,1,1,1,1,4,5092,2,2,1,100200
1,1,1,2,0,7,6538,2,2,2,53604
0,1,1,1,0,8,3334,2,1,0,56112
0,1,1,0,0,8,6763,2,2,2,277572
0,1,2,2,0,6,13903,2,2,0,284988
1,1,2,1,0,8,6761,2,2,2,283860
1,0,0,1,0,3,0,2,1,2,69684
1,1,1,0,1,6,3825,2,2,0,62532
1,1,1,2,0,6,0,1,1,2,96060
1,0,2,2,1,7,0,1,2,1,64380
1,1,2,1,0,2,3720,2,1,2,157212
0,1,1,1,0,4,6008,2,2,1,104856
1,1,2,3,1,3,7942,2,2,1,298932
0,1,1,1,1,7,2706,2,1,0,338832
0,1,2,2,1,8,3707,2,1,2,96876
0,0,0,2,1,3,0,2,2,2,69648
0,1,1,2,0,6,4206,2,2,2,95232
0,1,1,2,0,7,3931,2,2,2,64560
1,0,1,3,0,4,2014,2,2,0,464088
1,1,1,2,1,0,5689,1,2,0,49248
1,1,1,2,0,7,3174,2,0,2,161112
0,1,1,2,0,6,3273,1,2,1,30384
1,1,1,3,0,4,8113,2,1,1,274992
1,1,2,1,0,2,6708,2,2,2,92724
1,1,2,2,0,1,4771,2,2,1,181044
0,1,1,2,1,3,3240,2,2,2,435804
0,1,2,2,0,6,3926,1,0,1,86136
0,1,1,1,1,4,3346,2,0,2,303324
1,1,2,2,1,7,6131,2,1,2,63576
1,1,1,2,1,4,0,1,2,1,33456
0,1,2,1,1,3,6458,2,2,2,61716
0,1,1,2,1,2,2751,1,0,0,80316
0,0,1,2,1,6,2606,2,2,0,91236
0,1,2,3,0,0,5470,2,2,2,119376
1,0,1,2,0,7,0,2,1,2,109920
0,1,1,3,0,6,17374,2,2,2,60204
1,1,1,2,1,4,6687,1,2,2,45984
0,1,1,2,0,8,2256,2,2,2,63072
0,0,1,2,1,8,0,2,1,1,59532
0,0,2,2,1,6,4174,2,1,0,146880
1,1,1,2,0,8,4303,2,2,0,71820
0,1,1,2,0,3,4245,2,2,2,72432
0,1,2,1,1,2,14782,1,2,2,30468
1,1,1,1,1,5,6162,2,2,0,95064
0,1,1,1,0,3,5706,2,2,2,58224
1,1,1,2,0,6,10854,2,2,0,65784
1,0,1,2,1,4,0,1,2,1,51276
0,0,1,2,1,6,0,1,2,2,31824
1,0,1,2,1,5,0,2,1,1,74832
0,0,2,2,0,8,6420,2,1,2,106908
0,1,2,1,1,5,6345,2,2,0,61716
0,1,2,2,1,6,3598,2,2,2,63852
0,1,1,1,1,8,5970,2,2,2,63600
1,1,1,2,1,2,7441,2,2,2,397824
1,0,2,2,1,5,0,2,2,1,104508
1,1,1,1,1,2,3982,1,2,2,34008
1,1,1,3,0,5,8361,1,2,2,31680
0,1,1,2,1,7,2921,1,0,1,31416
0,0,1,2,1,7,2815,2,2,2,63468
0,0,2,2,0,1,2544,2,1,2,104364
1,1,1,2,0,4,4930,2,2,2,124716
1,1,2,1,1,8,3932,2,2,2,61584
1,0,1,2,0,3,2825,1,1,1,33564
0,1,1,0,1,7,7390,1,2,2,58212
0,0,1,2,0,2,8931,2,2,2,56196
0,1,2,2,1,8,5884,2,2,1,68424
1,0,0,2,0,3,0,2,0,0,108144
0,1,1,1,1,7,8299,2,2,2,98988
1,1,1,2,0,6,2935,1,2,0,63420
1,1,1,2,0,2,4746,2,2,0,291372
0,0,1,3,0,3,4344,2,2,0,62220
1,0,2,2,1,6,0,1,2,2,33252
1,1,2,1,0,6,6979,2,1,2,184560
0,0,1,2,0,8,3633,1,2,1,35184
0,0,1,3,1,6,4104,2,2,2,258612
0,0,2,2,0,6,0,2,2,1,88428
0,0,2,3,1,1,0,1,1,2,33744
0,0,1,2,1,2,0,1,2,2,54540
1,0,1,2,1,3,0,1,2,0,32496
1,1,2,2,1,8,12110,2,2,1,230004
0,1,2,2,1,2,6156,2,2,0,66336
1,0,1,2,1,0,0,1,0,1,56496
0,1,1,2,0,2,10332,2,2,2,285264
1,1,1,2,0,1,5890,2,1,1,64344
1,1,1,2,1,6,3922,2,2,2,59508
0,1,2,2,1,8,4363,2,1,1,95136
0,0,2,2,1,6,2992,1,2,1,47052
0,1,1,1,0,1,6839,2,1,2,57552
1,0,2,3,0,2,0,1,0,2,58668
1,1,1,3,0,4,9967,2,1,2,75036
0,1,2,2,0,7,10783,1,2,2,31872
1,0,2,3,0,7,0,2,1,2,173964
0,0,1,2,1,4,3062,2,2,0,110448
1,0,1,3,1,0,2009,2,1,2,106908
1,0,1,3,1,2,0,1,2,1,35604
0,1,2,1,1,7,6398,1,2,2,64092
1,0,2,2,1,8,0,2,1,2,62316
0,1,1,3,1,4,4861,2,2,1,70128
1,1,2,2,0,8,11169,2,2,2,68880
1,1,1,2,0,4,4070,2,2,2,32016
0,1,1,1,1,2,2819,2,2,0,57588
0,0,2,2,1,0,0,2,2,0,97548
1,1,2,2,0,5,4276,2,1,2,67884
0,1,2,1,1,5,2097,2,1,2,66684
0,0,1,3,1,7,2545,2,1,2,51480
1,1,2,1,0,7,0,1,1,0,41640
0,1,2,1,0,5,6449,2,2,2,72588
1,1,0,0,1,1,6760,2,2,2,51108
0,1,1,2,1,1,8268,2,2,1,56364
1,0,1,3,0,7,0,2,1,0,59244
0,1,1,2,1,1,3045,2,0,2,584304
0,1,1,1,0,4,6429,1,2,0,32544
0,0,2,3,1,5,2611,1,2,0,61344
0,1,2,1,1,6,3167,2,1,0,116748
0,1,2,1,1,6,7425,2,2,2,326220
1,1,1,2,1,1,5535,1,2,2,30732
1,1,2,1,0,7,6502,2,2,2,191508
1,0,1,3,1,7,0,2,2,1,232404
0,1,1,2,1,7,7860,2,2,0,106524
1,0,1,2,1,2,0,1,2,2,48948
0,1,2,2,1,7,6120,2,2,2,70056
0,1,1,3,1,6,6889,2,2,2,102096
0,1,1,0,1,7,7619,2,1,2,176376
1,0,1,1,0,6,0,2,1,0,71028
0,1,2,2,1,7,3281,1,2,2,34644
0,1,1,2,1,2,0,2,2,0,68196
1,1,1,1,0,1,6254,1,2,2,30816
1,1,1,1,1,6,3248,2,1,2,61284
0,0,2,2,0,3,4381,2,2,0,113376
0,0,2,2,1,2,2595,1,2,2,65148
0,1,2,2,0,4,5613,2,2,2,104892
0,1,2,2,0,6,7331,2,1,0,72540
1,1,1,1,0,6,5344,2,2,2,376824
0,1,1,2,1,3,4322,2,2,1,229332
1,1,1,0,0,5,11988,1,2,1,50976
0,0,1,2,0,6,0,2,1,2,114792
1,1,2,3,1,6,4473,2,1,2,66996
1,1,1,1,0,2,8291,2,2,0,292212
0,1,2,3,1,6,6291,2,2,0,96228
1,1,1,2,1,6,0,1,2,2,31716
1,1,1,2,0,6,5889,2,2,2,58572
1,1,2,2,1,5,7050,2,2,2,100200
0,1,1,2,1,3,5990,2,0,2,253980
0,1,1,2,1,7,6076,2,2,1,61536
1,1,1,1,1,6,4978,2,2,2,104280
0,1,1,0,1,7,7591,2,2,0,108972
0,0,2,3,0,3,2844,2,2,1,109116
1,1,1,2,0,4,4992,2,2,1,99180
0,1,2,2,0,6,13115,2,2,2,57840
0,1,1,2,1,2,10535,1,0,0,56220
1,1,2,2,1,2,3972,1,2,1,33612
1,1,1,1,1,5,3895,2,2,0,307920
1,1,1,3,0,8,2260,2,1,1,56028
1,1,1,0,1,6,5166,2,2,2,60216
0,1,1,1,1,2,3806,2,1,1,65124
0,1,2,1,0,6,5219,2,1,0,41184
0,1,2,2,0,5,3025,2,1,2,63072
0,0,2,2,1,7,2974,1,0,2,38052
0,1,1,2,0,5,2210,1,2,2,35424
0,1,1,2,0,8,4270,2,2,1,95820
0,1,1,0,0,6,3568,2,2,2,198984
0,0,1,2,0,2,3771,2,2,1,62388
1,0,2,2,0,8,8357,1,1,1,36816
0,1,1,3,1,4,5978,1,1,2,33492
0,1,1,2,0,5,5289,2,2,0,102852
0,1,2,2,1,1,3024,2,2,2,108600
0,0,2,2,1,5,0,2,1,2,105240
0,0,2,2,0,7,0,2,1,1,60984
0,0,1,3,1,5,0,1,1,2,36072
1,1,2,2,1,6,0,2,2,1,62952
1,1,1,3,1,8,3119,2,2,2,180228
1,0,1,2,1,2,2245,1,2,0,50100
1,0,1,1,0,1,5237,2,1,2,53796
1,1,2,2,0,7,0,2,1,0,64152
0,1,1,3,1,4,6412,1,2,2,36840
0,1,2,2,1,7,6939,1,0,1,34524
0,1,2,3,1,8,3828,2,1,2,67512
1,1,2,2,1,5,4089,2,1,2,61932
1,1,1,3,1,7,0,2,2,2,66240
1,1,1,2,0,7,0,1,2,2,65904
0,1,1,2,1,1,6897,2,2,2,101640
1,1,2,2,1,6,9752,2,1,0,64932
1,1,1,1,0,6,8159,2,2,1,43944
0,1,2,2,0,1,7371,1,2,0,50076
1,1,1,2,1,5,4228,2,2,2,68820
0,1,2,2,1,7,0,1,2,2,33552
0,1,1,2,1,6,4341,1,2,0,34548
0,1,2,2,1,7,4391,2,2,2,88092
0,0,2,2,1,6,4368,1,1,1,29052
0,1,2,1,1,5,2276,2,2,2,44580
0,1,2,1,0,6,5635,2,1,0,156072
0,1,1,1,1,2,6629,2,2,1,58500
0,1,1,1,1,8,15743,2,2,2,158976
1,0,1,3,1,8,2368,1,1,0,40860
1,0,2,1,0,6,0,1,2,1,30132
0,0,2,2,1,4,3490,2,2,1,90540
1,0,1,2,1,7,0,2,2,0,105804
0,1,2,1,1,8,8707,1,2,1,64932
1,0,2,2,0,6,0,1,1,0,46944
0,1,2,3,0,7,5806,2,2,1,61560
1,0,1,2,0,7,4568,1,2,0,60240
0,1,2,2,0,6,3319,2,1,0,67308
0,1,1,2,0,8,6138,1,0,2,278160
0,0,1,2,0,5,0,2,0,1,29376
1,1,2,1,0,0,3214,1,1,1,30432
0,1,1,1,1,7,9943,2,1,1,73236
0,1,1,2,0,6,13568,2,2,1,112596
0,1,0,3,0,0,5876,1,1,1,34800
0,1,2,1,1,1,7653,2,2,1,106260
1,1,2,1,0,4,4632,1,2,2,31548
1,0,1,3,1,4,0,2,1,2,65220
1,0,2,2,0,7,5632,1,1,2,34932
0,1,1,2,1,0,2336,2,2,2,53952
0,1,0,2,1,6,6688,2,2,1,66072
1,1,2,2,1,4,0,2,2,2,66648
0,1,1,2,1,5,9950,1,1,2,35772
1,1,2,1,0,8,10052,2,2,2,60804
0,0,1,2,0,5,0,1,1,0,34476
1,1,2,0,1,6,4074,2,2,2,67680
0,0,1,2,1,7,0,1,2,2,33540
0,1,2,1,1,2,5415,2,2,0,137892
0,0,2,3,1,2,3144,2,1,1,46104
0,1,2,1,0,2,6171,2,1,0,66012
0,1,0,2,1,4,0,1,0,1,40548
0,0,2,2,0,7,0,1,2,1,104280
1,1,1,2,1,5,3740,2,2,2,61776
1,1,1,1,0,3,6190,2,2,2,65760
0,0,2,2,1,5,0,2,2,1,113244
0,1,1,1,1,8,5695,1,2,0,35076
1,1,1,1,1,5,0,2,1,2,63636
0,1,2,1,0,7,10635,2,1,0,121332
1,1,2,2,1,2,4043,1,2,0,36060
0,1,2,2,1,2,2796,2,1,0,101928
0,0,2,2,1,1,0,1,2,0,62904
0,1,2,2,0,3,7178,2,2,1,92124
0,1,2,3,1,1,4972,2,2,1,62700
0,0,2,3,0,1,2880,2,2,1,75252
1,1,1,2,1,2,10718,1,2,2,44436
1,1,0,2,0,2,15505,2,1,0,137616
1,1,2,3,0,2,5841,2,2,0,113772
0,1,1,2,0,7,6227,2,1,1,320940
1,0,2,2,1,7,0,2,2,1,110460
1,0,1,3,1,6,0,2,1,2,63648
1,1,2,1,0,6,0,1,1,0,58452
0,1,2,1,0,5,3003,1,2,0,66096
0,0,2,2,1,5,0,1,2,2,30144
1,0,2,3,0,2,2055,1,2,0,44064
0,1,2,3,1,3,2998,2,1,0,70224
1,0,1,2,1,5,3769,1,0,1,58332
1,1,1,1,0,1,15276,2,2,2,61272
0,1,2,3,0,7,5830,2,2,2,286032
1,0,2,2,1,6,2846,2,1,2,316308
0,1,1,1,0,6,3556,2,2,2,59856
1,1,2,2,0,0,2132,2,2,2,135708
1,1,1,2,0,5,3619,1,1,1,32220
0,0,1,1,0,1,13921,2,1,1,101448
0,0,2,2,0,5,6058,1,1,0,36780
1,1,2,2,1,4,0,2,2,2,54480
1,1,1,3,0,6,5174,2,2,2,93840
0,1,2,2,1,5,6543,2,2,2,60948
1,1,1,0,1,5,0,1,2,2,60072
1,0,2,3,0,3,0,2,2,2,67500
1,1,0,2,0,1,6798,2,2,2,390228
0,1,2,1,1,1,4146,2,1,0,65376
0,1,1,2,1,6,5243,2,2,1,75756
0,1,2,3,1,1,2882,2,2,0,61116
1,1,2,1,0,8,3300,2,2,0,287592
1,1,1,2,0,6,7173,2,2,0,67524
0,1,2,2,1,6,6505,2,2,2,74208
0,0,2,2,0,5,5426,2,2,2,50820
0,1,2,1,0,2,5784,2,2,1,59892
1,1,2,1,0,6,7290,2,1,2,64704
0,1,1,2,1,2,7671,2,2,1,71592
0,1,2,1,1,4,3974,1,2,1,29832
0,1,2,2,0,6,4061,2,2,2,107880
1,0,1,3,0,1,2048,1,0,1,33504
0,1,1,2,1,7,5587,1,0,2,34332
1,1,1,1,0,5,6385,2,0,0,67236
1,0,1,2,0,7,0,1,2,2,34776
0,1,1,3,1,4,6576,1,0,2,34080
0,0,2,2,1,5,3352,1,1,2,62112
0,1,1,2,0,5,3929,1,1,2,31728
1,1,1,2,0,5,7127,1,2,0,59088
0,1,2,2,1,8,4007,2,1,1,64992
1,1,1,2,1,5,5720,1,0,2,48696
1,0,1,3,1,7,0,2,1,1,60636
1,1,2,2,1,5,3080,1,2,0,72060
1,1,2,2,0,2,2088,2,1,2,30768
0,1,2,1,1,2,2038,2,2,0,451404
0,1,1,1,1,5,5110,2,2,2,99552
0,1,2,3,1,1,4305,2,2,1,63000
0,1,1,3,0,7,6472,1,0,0,41484
1,1,1,3,1,6,4555,2,2,2,60420
1,1,1,2,0,3,7043,2,2,0,218112
0,1,2,2,0,4,15321,2,2,0,36624
0,0,2,2,1,7,4863,2,1,0,62748
0,1,2,1,0,7,6742,1,2,2,28632
1,1,1,1,1,6,0,2,1,2,304464
1,0,1,2,0,6,0,2,1,0,99684
0,1,2,2,0,6,3737,2,1,0,124812
0,1,1,1,0,0,6107,2,1,2,457296
1,1,0,1,0,6,5269,2,2,1,60576
1,0,1,2,1,2,0,2,1,2,147096
1,0,2,3,0,5,0,1,2,2,30888
0,0,1,2,1,6,0,1,2,2,58056
1,0,2,1,1,4,0,1,2,0,64176
0,1,1,2,1,5,6751,1,2,2,34572
1,0,2,2,0,7,11042,2,2,2,101556
1,1,2,1,0,5,4175,2,1,2,364320
1,1,1,2,0,0,5718,2,1,2,102060
0,1,1,2,0,3,8880,2,2,2,31512
0,1,1,1,1,3,6466,2,1,1,70380
1,1,2,2,0,8,0,1,0,0,43128
1,1,1,2,1,5,4408,2,2,0,68376
0,1,1,1,0,8,5150,2,2,2,64836
1,1,2,1,1,4,6906,2,2,0,443820
0,0,1,2,1,4,3206,1,2,2,32004
0,1,1,2,1,8,0,2,2,2,59436
1,1,1,1,0,4,5992,1,2,0,50976
0,1,2,2,0,5,0,1,1,2,55008
0,1,1,2,1,5,3017,2,2,2,197952
0,0,1,1,0,2,0,1,1,0,32604
1,0,1,2,0,0,13180,1,2,2,33192
1,1,2,2,0,7,4264,2,2,2,74544
1,0,2,3,0,6,3779,2,2,0,75348
0,0,2,2,1,7,2735,2,1,2,66804
1,1,2,2,0,6,3691,2,2,2,66732
0,1,1,2,0,7,12401,1,1,2,36180
0,0,2,2,0,4,0,1,2,2,49704
0,0,2,2,0,5,4316,2,1,2,98016
0,1,2,2,1,3,4777,2,2,2,100044
0,0,1,3,1,1,3814,1,2,1,49872
1,0,2,2,1,5,0,1,2,1,46740
0,1,2,2,1,7,2187,2,1,2,65436
0,1,1,3,1,6,2907,2,2,0,392772
0,1,1,2,1,7,5809,2,2,2,107112
0,1,1,2,0,7,6838,1,2,0,35004
0,0,2,1,1,5,3934,1,1,0,37668
1,0,1,2,1,7,0,1,1,0,37692
0,1,2,1,1,7,5423,2,0,2,259092
0,1,1,2,1,4,6018,2,2,2,364332
1,1,2,1,0,7,0,2,1,2,121044
1,0,2,2,1,6,0,1,1,2,67356
0,1,1,3,1,7,2910,1,2,2,54444
0,0,1,2,0,7,0,2,1,2,99240
0,1,1,2,1,4,4366,1,1,2,63900
0,0,1,3,1,8,0,1,2,2,98904
1,1,2,2,0,2,8405,2,2,2,64896
0,1,1,2,1,5,6281,1,1,2,47676
1,0,2,1,0,6,2099,2,1,2,69600
0,0,1,2,1,2,4087,2,1,2,70692
0,0,2,2,0,2,0,2,2,2,40644
1,0,1,2,1,5,0,2,0,0,100656
0,1,1,1,1,5,4279,1,2,0,33264
1,1,1,2,1,6,2540,1,2,2,31992
1,0,2,2,1,4,2473,2,2,1,63312
1,1,2,1,0,4,7078,2,0,2,65208
1,1,0,2,1,8,4483,1,2,0,31392
0,1,2,2,0,8,5057,2,1,2,65448
1,1,2,2,1,4,5553,2,2,2,76464
1,1,1,2,1,6,0,2,2,2,98160
1,1,1,2,1,1,5793,1,2,2,32148
1,0,2,2,1,6,3042,2,1,0,104880
0,0,1,1,1,7,0,1,1,2,65184
1,1,1,2,0,5,6608,2,2,2,374544
0,1,1,2,0,4,10402,2,2,2,95040
1,0,1,2,1,5,0,1,1,2,35328
0,1,1,2,1,3,3654,1,2,1,60840
0,1,1,1,0,2,4315,1,2,2,85572
1,1,1,1,0,1,3473,2,2,2,86136
0,1,2,3,1,6,4020,2,2,0,68196
0,0,2,3,1,3,0,2,2,2,64176
0,1,2,3,1,3,2338,2,1,2,64764
1,0,2,3,1,7,0,1,2,0,30600
0,1,1,2,1,5,0,2,0,2,33528
0,1,2,2,1,7,4931,2,1,2,108012
1,1,2,2,0,3,6511,1,2,0,36012
1,1,1,2,0,4,4530,2,2,2,107292
1,0,2,2,0,8,0,1,1,2,30204
1,0,1,3,1,6,0,2,2,2,68304
1,1,2,2,1,0,8533,2,1,0,173688
1,0,1,2,0,5,0,1,2,2,33468
0,1,2,2,1,2,2438,2,2,0,105972
1,1,2,2,0,3,4120,2,2,2,243972
1,1,2,2,0,7,2864,1,2,1,28884
0,1,1,2,1,5,4339,1,0,0,32664
0,0,1,3,1,6,3909,2,2,1,63396
1,1,1,2,1,3,4250,2,2,2,32184
0,0,1,2,0,8,0,2,1,2,64860
0,1,2,1,1,6,0,1,2,2,65268
1,1,1,1,0,6,6225,2,2,2,187416
1,0,2,2,1,0,0,2,2,2,63456
1,0,2,2,0,5,9557,1,1,2,33768
1,1,2,1,1,5,5273,2,2,2,106464
1,1,2,2,0,5,6416,2,2,2,275928
0,0,1,2,1,3,3936,1,2,2,58056
1,1,1,1,0,7,8323,2,2,1,232728
1,1,1,2,0,8,4164,2,2,1,110520
1,0,2,3,0,4,0,2,2,2,62772
0,0,2,3,1,7,2031,1,1,0,61632
0,1,2,3,1,6,0,2,2,2,71616
1,1,2,2,1,1,4304,2,1,0,70332
0,1,1,1,0,2,3223,2,1,0,120432
1,1,1,2,1,6,0,1,2,2,45492
1,0,1,2,1,7,4440,2,2,0,99708
0,1,1,3,1,6,3414,2,2,2,63072
0,0,2,2,0,5,2523,2,1,0,67500
0,0,1,3,0,5,4301,2,2,1,101616
1,0,2,3,1,6,0,2,1,2,61488
0,0,1,3,1,7,2238,1,1,2,70932
1,1,1,2,0,5,4374,1,2,0,46116
0,1,1,2,1,1,5379,1,2,1,324720
0,0,2,3,1,3,0,2,1,0,118788
1,0,2,2,1,7,0,2,1,2,77004
0,1,2,2,0,6,2457,2,1,2,67260
1,1,2,2,0,6,10491,2,0,0,68460
0,1,2,2,1,4,0,2,0,2,93372
1,0,2,2,1,1,0,2,2,0,113496
0,1,2,1,0,6,4238,1,1,2,29856
0,1,1,2,1,4,10061,2,2,0,153588
0,1,2,2,1,5,9813,2,1,2,133224
1,1,1,1,1,7,4845,2,0,0,72132
1,0,2,2,1,3,3733,2,1,2,95088
0,1,1,2,1,1,8997,2,2,2,57156
0,1,1,1,0,6,5021,2,1,2,69132
0,1,1,1,0,4,7378,2,2,0,71520
1,0,1,2,1,8,4027,1,0,1,70956
0,1,2,2,1,0,6557,1,2,2,61692
1,0,1,3,1,7,0,2,1,2,35064
0,1,2,2,1,5,4125,2,2,2,61104
0,1,2,1,0,7,4443,2,1,2,114012
1,1,2,3,0,3,3778,2,2,1,61536
0,1,2,2,1,7,5468,2,2,0,66732
0,1,2,2,0,4,6262,2,2,2,418056
1,0,2,3,0,6,0,1,1,2,35496
1,1,1,2,0,4,6071,2,2,0,65940
1,0,1,3,1,6,0,1,1,2,50808
0,1,1,2,1,2,5783,1,2,1,36240
1,1,1,2,0,5,3597,2,2,2,102516
1,1,2,3,0,1,3440,2,2,2,103608
0,0,2,2,0,4,0,2,0,0,106728
0,0,1,3,1,7,2006,2,1,2,98304
1,0,1,2,0,4,7990,1,2,2,113568
1,1,1,2,1,2,0,2,1,0,33372
1,0,1,3,0,2,3793,1,2,1,100524
0,0,2,3,1,1,3123,2,0,2,175656
1,0,0,2,0,7,0,1,1,2,33444
1,1,2,1,0,7,4008,1,1,2,60312
0,1,2,2,1,6,2057,2,2,2,60012
0,1,2,1,0,8,4255,2,1,0,209052
1,0,2,2,0,6,2677,2,2,2,100488
0,1,1,1,1,6,0,1,1,2,33996
0,1,1,2,0,4,11314,2,2,2,518508
0,1,1,2,0,2,6442,2,2,1,64344
0,0,2,2,1,6,0,2,1,2,66360
1,1,2,2,1,8,4522,1,0,1,62508
0,0,2,2,1,1,0,1,2,1,36672
0,1,1,3,1,6,4683,2,2,2,58452
1,1,1,1,1,3,4101,1,2,1,32472
0,1,1,2,0,4,3335,2,2,2,67080
1,1,2,2,0,2,4290,2,1,2,173424
0,1,1,2,0,6,7002,1,2,2,53004
1,1,2,0,1,1,5724,2,2,2,96504
0,1,2,2,1,8,4535,2,2,1,556356
0,1,2,2,1,2,3902,1,1,1,56652
0,1,2,1,0,6,5598,2,2,2,62208
0,0,0,2,1,7,2266,1,2,2,52392
1,1,0,1,1,5,5670,1,2,0,32040
1,1,1,1,0,5,5858,2,0,1,96588
0,1,1,2,1,4,5900,2,2,2,96324
0,1,1,0,0,8,7647,2,2,2,55380
0,1,2,2,1,1,2752,2,2,1,253668
0,1,2,2,0,8,3912,2,1,2,34560
0,1,1,2,1,6,4182,2,2,2,64236
0,1,1,3,0,8,3898,2,1,2,62148
1,1,2,2,1,4,3445,2,1,2,63924
1,1,1,2,1,4,0,2,1,1,169596
0,1,1,1,1,3,11574,2,2,2,591180
1,1,1,2,0,2,5371,1,2,0,63372
1,1,2,2,1,1,4248,2,0,2,33756
0,1,1,2,1,5,2932,1,2,1,57696
0,1,1,2,1,3,3826,2,2,2,176820
1,0,1,2,0,5,3302,1,2,0,39960
0,1,1,1,1,6,3765,2,2,2,66804
0,1,2,2,1,7,9572,2,2,1,311160
0,0,2,2,1,7,2050,2,2,0,62016
1,1,1,2,0,4,3947,1,2,2,58968
0,1,1,1,1,5,6102,2,2,2,46824
0,1,1,3,0,8,4575,2,2,1,65976
1,1,1,0,0,7,6325,2,2,2,59772
0,1,2,2,1,5,14538,1,2,0,51180
1,1,1,2,1,1,3757,2,2,2,63336
0,0,2,2,0,5,2378,2,1,0,66612
0,0,1,2,1,5,0,1,2,0,30864
0,1,2,1,0,2,4206,2,1,2,145812
1,0,1,2,1,2,4756,2,0,2,90120
0,1,1,1,1,7,4947,1,1,2,51732
0,0,0,2,1,4,3204,2,1,1,106296
0,0,0,2,1,4,2530,2,0,1,63408
0,1,1,3,0,7,3792,2,2,1,154920
0,1,0,2,1,5,10306,1,2,0,65580
1,1,2,1,1,6,6552,2,2,0,103272
0,1,2,2,1,2,0,1,2,0,33612
0,1,1,1,1,3,3586,2,2,2,85296
0,1,1,2,0,3,6275,2,2,0,34164
1,1,2,2,0,5,4061,2,2,2,60384
0,1,1,1,0,5,3635,1,1,2,32028
1,1,1,1,0,5,0,2,2,1,30108
0,1,0,1,1,5,6024,1,1,2,38160
1,1,1,0,0,0,5936,2,1,2,66864
1,1,2,1,1,3,4032,2,2,1,64236
0,0,1,3,0,8,0,1,1,2,83232
0,0,1,2,0,7,2785,2,1,2,61356
0,0,1,2,1,5,0,1,2,0,35628
0,1,1,1,1,6,4325,1,2,2,31236
1,1,1,1,0,2,3007,2,2,0,101472
0,0,2,3,1,6,0,2,1,0,47760
